title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Econome en hôtellerie-restauration,hotellerie-restauration-tourisme-loisirs-et-animation,econome-en-hotellerie-restauration,G1407,44040,27.41,Bac+5 (Master/Ingénieur),180,670,3,Neutre,"L'économe assure l’approvisionnement de l'hôtel ou du service de restauration en vue d'optimiser les coûts et la qualité des services.\nGère les stocks de nourriture, boissons et fournitures pour l'hôtellerie et la restauration\nNégocie avec les fournisseurs pour obtenir les meilleurs prix et conditions\nContrôle la réception des marchandises et assure la conformité des livraisons\nOptimise l'utilisation des ressources pour réduire les coûts tout en maintenant la qualité\nCollabore avec les chefs de cuisine et les responsables d'hôtel pour planifier les besoins\nSuit les tendances du marché pour anticiper les besoins en approvisionnement",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1407
Directeur / Directrice de structure d'hébergement touristique,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-structure-d-hebergement-touristique,G1408,44040,27.41,Bac+5 (Master/Ingénieur),710,700,2,Défavorable,"Le Directeur de structure d'hébergement touristique pilote l'ensemble des activités relatives aux prestations hôtelières dans des établissements touristiques ainsi que dans des espaces de loisirs, d'attractions ou culturels\nSupervise la gestion quotidienne du ou des établissements, incluant l'accueil, le service et l'entretien\nAssure la conformité des installations avec les normes de sécurité et d'hygiène\nGère le personnel, recrute et forme les nouveaux employés\nOptimise la rentabilité de la structure et développe des stratégies commerciales\nDéveloppe des partenariats et des relations avec les acteurs locaux du tourisme\nOrganise et supervise les événements et activités destinés aux clients",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1408
Manager en restauration rapide,hotellerie-restauration-tourisme-loisirs-et-animation,manager-en-restauration-rapide,G1409,44040,27.41,Bac+2 (BTS/DUT),2230,13870,3,Neutre,"Le Manager en restauration rapide supervise les opérations quotidiennes, gère le personnel et assure la satisfaction des clients tout en optimisant les performances du restaurant.\nSupervise et coordonne les activités du personnel en salle et en cuisine\nAssure la gestion des stocks et des commandes pour maintenir une offre constante\nVeille au respect des normes d'hygiène et de sécurité alimentaire\nOptimise l'accueil et la satisfaction des clients pour fidéliser la clientèle",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1409
Directeur / Directrice de la restauration,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-la-restauration,G1410,44040,27.41,Bac+2 (BTS/DUT),2930,3230,3,Neutre,"Le Directeur de la restauration assure la bonne gestion et la qualité de l'ensemble des services de restauration (restauration rapide et traditionnelle) pour garantir une expérience culinaire remarquable.\nSupervise et coordonne les activités du personnel de restauration pour assurer un service de qualité\nÉlabore les stratégies commerciales et marketing pour augmenter la rentabilité des établissements\nGère les budgets, les achats et les stocks de nourriture et de boissons\nAssure le respect des normes d'hygiène et de sécurité alimentaire\nDéveloppe des menus innovants en collaboration avec les chefs cuisiniers\nGère les relations avec les fournisseurs et négocie les contrats pour obtenir les meilleurs produits",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1410
Directeur / Directrice d'hôtel,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-hotel,G1411,44040,27.41,Bac+5 (Master/Ingénieur),1350,3080,3,Neutre,"Le Directeur d'hôtel orchestre le bon fonctionnement et l'optimisation des services de l'établissement pour garantir une expérience client exceptionnelle.\nDirige et coordonne les activités de l'hôtel pour assurer un service de qualité\nSupervise le personnel et gère le recrutement, la formation et l'évaluation des employés\nOptimise la gestion financière de l'hôtel pour maximiser la rentabilité\nDéveloppe des stratégies marketing pour augmenter la visibilité et l'attractivité de l'hôtel\nAssure le respect des normes d'hygiène, de sécurité et de réglementation en vigueur\nGère les relations avec les fournisseurs et négocie les contrats pour les services et produits nécessaires",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1411
Directeur / Directrice de parc à thème,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-parc-a-theme,G1412,44040,27.41,Bac+5 (Master/Ingénieur),170,660,2,Défavorable,"Le Directeur de parc à thème pilote la stratégie de développement du site thématisé de divertissement, en s'appuyant sur ses équipes opérationnelles et support.\nSupervise la gestion quotidienne du parc, incluant la sécurité, la maintenance et le service client\nDéveloppe et met en œuvre des stratégies pour augmenter la fréquentation et améliorer l'expérience visiteur\nGère le budget, les ressources humaines et les opérations pour assurer la rentabilité du parc\nCollabore avec des designers et des techniciens pour créer de nouvelles attractions et améliorations\nAssure la conformité avec les réglementations de sécurité et environnementales\nPromeut le parc à travers des campagnes de marketing et des partenariats stratégiques",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1412
Directeur / Directrice de restaurant,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-restaurant,G1413,44040,27.41,Bac,7320,62030,3,Neutre,"Le Directeur de restaurant orchestre le bon fonctionnement et l'excellence du service pour offrir une expérience culinaire inoubliable.\nGère l'ensemble des opérations quotidiennes du restaurant, incluant la supervision du personnel, la gestion des réservations et l'accueil des clients\nAssure la qualité du service et de l'expérience client en veillant à leur satisfaction\nContrôle les coûts et les budgets pour optimiser la rentabilité de l'établissement\nDéveloppe des stratégies marketing pour promouvoir le restaurant et attirer une clientèle variée\nMaintient des normes élevées d'hygiène et de sécurité conformément à la réglementation\nPeut initier des événements spéciaux ou des menus saisonniers pour renouveler l'offre et attirer de nouveaux clients",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1413
Directeur / Directrice d'exploitation de site de divertissement,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-exploitation-de-site-de-divertissement,G1414,44040,27.41,,620,1650,2,Défavorable,"Le Directeur d'exploitation organise l'activité et gère l'exploitation de la structure dans ses dimensions techniques, commerciales, humaines, financières.\nSupervise et coordonne les activités quotidiennes du site\nÉlabore et gère le budget pour optimiser la rentabilité du site\nVeille au respect des normes de sécurité et réglementations locales pour les visiteurs et le personnel\nParticipe à la stratégie marketing et de promotion du site",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1414
Gérant / Gérante de gîte et chambres d'hôtes,hotellerie-restauration-tourisme-loisirs-et-animation,gerant-gerante-de-gite-et-chambres-d-hotes,G1415,,,Bac+5 (Master/Ingénieur),1310,120,2,Défavorable,"Le gérant de gîte et chambres d'hôtes assure l'accueil, la logistique, l'organisation de services annexes pour offrir des conditions d'hébergement et de séjour optimales à ses clients\nGère et supervise l'entretien d'un ou plusieurs gîtes pour garantir un accueil de qualité\nCoordonne les réservations et optimise l'occupation des gîtes\nAssure un accueil chaleureux et professionnel aux hôtes\nDéveloppe des partenariats locaux pour enrichir l'expérience des visiteurs\nPeut proposer et organiser des activités touristiques et récréatives\nGère le budget et les aspects administratifs des gîtes",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1415
Directeur / Directrice d'hôtellerie de plein air,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-hotellerie-de-plein-air,G1416,,,Bac,740,690,2,Défavorable,"Le Directeur d'hôtellerie de plein air définit la stratégie de développement de son établissement et en assure la mise en œuvre.\nGère le fonctionnement quotidien du site, incluant la réservation, l'accueil, l'hébergement, la restauration et les activités de loisirs.\nAssure la qualité des services offerts aux clients et veille à leur satisfaction\nSupervise et coordonne le travail des équipes sur le site\nDéveloppe et met en œuvre des stratégies marketing pour promouvoir le site et l'offre de services\nContrôle les budgets et optimise les coûts d'exploitation\nVeille au respect des normes de sécurité et d'hygiène",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1416
Employé / Employée d'étage,hotellerie-restauration-tourisme-loisirs-et-animation,employe-employee-d-etage,G1501,28092,17.48,CAP/BEP,16180,47200,3,Neutre,"L'Employé d'étage assure la propreté et l'ordre dans les chambres d'hôtel, contribuant ainsi au confort de la clientèle.\nNettoie et range les chambres d'hôtel et les espaces communs selon les standards de l'établissement\nChange les draps, refait les lits et remplace les serviettes et les consommables\nContrôle l'état des équipements de la chambre et signale toute anomalie à la maintenance\nRespecte les règles d'hygiène et de sécurité et utilise les produits de nettoyage spécifiques\nPeut gérer les objets trouvés et les remettre à la réception\nAssure un service discret et efficace, contribuant à la satisfaction et au confort des clients",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1501
Employé / Employée d'hôtel,hotellerie-restauration-tourisme-loisirs-et-animation,employe-employee-d-hotel,G1502,24504,15.25,CAP/BEP,4700,14430,3,Neutre,"L'employé d'hôtel est naturellement polyvalent pour garantir un séjour agréable et sans souci aux clients.\nAssure un accueil chaleureux et professionnel aux clients\nEffectue des tâches variées telles que le nettoyage des chambres, la gestion de la réception et l'assistance en cuisine\nContribue à la préparation et au service des repas et des boissons\nMaintient les standards de propreté et d'hygiène dans l'établissement",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1502
