title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Préparateur / Préparatrice physique,hotellerie-restauration-tourisme-loisirs-et-animation,preparateur-preparatrice-physique,G1218,28308,17.62,,540,60,2,Défavorable,"Etablit des séances d'entraînement personnalisées et adaptées pour développer et optimiser les qualités physiques ou prévenir l’apparition de blessures des sportifs, en coopération avec l'entraîneur et l'équipe médicale\nMet en place des exercices de préparation du corps à l'effort, de renforcement musculaire ou des exercices de développement des capacités (endurance, force, souplesse, vitesse)\nDéveloppe de plus en plus de compétences sur l’analyse et le traitement de données en vue de l’optimisation de la performance individuelle et collective via les outils numériques et la vidéo",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1218
Recruteur sportif / Recruteuse sportive,hotellerie-restauration-tourisme-loisirs-et-animation,recruteur-sportif-recruteuse-sportive,G1219,54876,34.15,,40,200,1,Très défavorable,"Le Recruteur sportif est un acteur clé dans la détection et le développement des talents sportifs.\nIdentifie et évalue les talents sportifs potentiels à travers diverses compétitions et événements\nOrganise et supervise les essais et les évaluations des sportifs\nFavorise l'intégration des sportifs dans les équipes\nDéveloppe des réseaux avec les clubs sportifs, les écoles et les associations pour repérer les meilleurs talents\nMaintient à jour une base de données des sportifs et de leurs performances\nAnalyse les besoins de la structure sportive",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1219
Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées,hotellerie-restauration-tourisme-loisirs-et-animation,educateur-sportif-educatrice-sportive-specialise-e-en-activites-physiques-et-sportives-adaptees,G1220,28308,17.62,CAP/BEP,250,1050,2,Défavorable,"L'éducateur sportif spécialisé en activités physiques et sportives adaptées exerce principalement auprès de personnes reconnues en situation de handicap mental ou psychique.\nConçoit, conduit et évalue des projets d'activités physiques et sportives adaptées aux besoins spécifiques des personnes\nAnalyse en équipe pluridisciplinaire les problématiques cognitives et psychiques des participants, ainsi que leurs ressources motrices pour adapter ses propositions\nAssure la sécurité physique et psychique des participants durant les séances d'activités physiques et sportives adaptées\nFavorise l'inclusion sociale et l'amélioration de la qualité de vie des personnes en les accompagnant vers la conquête de leur autonomie\nOrganise, coordonne et anime des événements en sport adapté\nCoordonne les projets au dispositif institutionnel dans lequel il s'inscrit (médico-social, santé mentale, aide sociale à l'enfance, désaffiliation sociale, secteur associatif, loisirs et vacances adaptées...)\nSe forme régulièrement pour actualiser ses compétences professionnelles afin de mieux répondre aux besoins des personnes concernées",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1220
Responsable des attractions,hotellerie-restauration-tourisme-loisirs-et-animation,responsable-des-attractions,G1221,34758,21.63,Bac+5 (Master/Ingénieur),150,180,1,Très défavorable,Le Responsable des attractions orchestre le divertissement et l'expérience des visiteurs dans les parcs de loisirs.\nSupervise le bon fonctionnement des attractions et garantit la sécurité des installations\nCoordonne les équipes d'opérateurs et de techniciens pour assurer une expérience optimale\nGère les plannings et la maintenance préventive des équipements pour éviter toute interruption\nAnalyse les retours des visiteurs pour améliorer continuellement l'attrait des attractions\nDéveloppe des stratégies pour maximiser la fréquentation et la satisfaction des clients\nAssure la conformité aux normes de sécurité et réglementations en vigueur,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1221
Guide-conférencier / Guide-conférencière,hotellerie-restauration-tourisme-loisirs-et-animation,guide-conferencier-guide-conferenciere,G1222,35256,21.94,Bac+5 (Master/Ingénieur),1210,440,1,Très défavorable,"Son rôle de médiateur culturel auprès du public, favorise la connaissance et la valorisation du patrimoine dont il est expert.\nPrésente et commente des sites historiques, culturels ou naturels lors de visites, excursions ou voyages\nConduit des visites ou des conférences dans les musées nationaux et monuments historiques\nAssure la médiation culturelle et l'interprétation du patrimoine face à un public varié\n",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1222
Animateur / Animatrice en site de divertissement,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-en-site-de-divertissement,G1223,25032,15.58,Bac+3 (Licence),3030,2580,2,Défavorable,"Polyvalent, créatif et capable d'improvisation, l'animateur en site de divertissement est en charge de l'animation de tout type d'activité auprès d'un public varié.\nConçoit et met en œuvre des projets d'animation adaptés à différents publics\nOrganise et anime des ateliers culturels, techniques ou ludiques\nFavorise l'expression et la créativité des participants\nAssure la sécurité et le bien-être des participants durant les activités",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1223
Maître-nageur sauveteur / Maître-nageuse sauveteuse,hotellerie-restauration-tourisme-loisirs-et-animation,maitre-nageur-sauveteur-maitre-nageuse-sauveteuse,G1224,28308,17.62,,2250,5110,2,Défavorable,Le Maître-nageur sauveteur veille à la sécurité et au bien-être des baigneurs dans divers environnements aquatiques.\nAnime des séances d'apprentissage de la natation pour tous les âges\nAnime des séances d'activités sportives aquatiques\nSurveille les bassins et assure la sécurité des baigneurs selon les réglementations en vigueur\nIntervient en cas d'urgence et effectue les premiers secours nécessaires\nContrôle la qualité de l'eau et maintient les installations en bon état\nInforme et sensibilise le public aux règles de sécurité dans l'eau,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1224
Ouvreur / Ouvreuse de salle de spectacles,hotellerie-restauration-tourisme-loisirs-et-animation,ouvreur-ouvreuse-de-salle-de-spectacles,G1225,25476,15.85,CAP/BEP,220,330,1,Très défavorable,L'Ouvreur de salle de spectacles contribue à fournir une expérience positive au public par un accueil de qualité dans les espaces de divertissement.\nAccueille et contrôle les billets à l'entrée des salles\nOriente les spectateurs vers leur place\nVeille à la sécurité et au confort du public pendant les événements\nApplique les procédures en cas d'urgence ou d'évacuation nécessaire\nPeut gérer la vente de programmes ou d'articles promotionnels,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1225
Chef / Cheffe de bassin,hotellerie-restauration-tourisme-loisirs-et-animation,chef-cheffe-de-bassin,G1226,28308,17.62,,30,460,2,Défavorable,Le Chef de bassin est garant de la sécurité et du bon fonctionnement des activités aquatiques.\nSupervise la sécurité des bassins et veille au respect des règles d'hygiène et de sécurité\nCoordonne et anime les équipes de surveillance et de sauvetage\nOrganise et planifie les activités aquatiques et les événements spéciaux\nGère l'entretien et la maintenance des installations aquatiques\nPeut participer à la conception et à la mise en œuvre de projets de développement de l'espace aquatique,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1226
Guide-interprète,hotellerie-restauration-tourisme-loisirs-et-animation,guide-interprete,G1227,35256,21.94,Bac+2 (BTS/DUT),270,200,1,Très défavorable,"Au service des clients, le guide-interprète transmet ses connaissances sous la forme d'un voyage historique et culturel animé.\nAccueille et accompagne des groupes de touristes ou des visiteurs individuels\nInterprète le patrimoine culturel, historique et naturel lors de visites guidées\nAdapte son discours en fonction du public et de la langue des visiteurs\nOrganise et planifie des itinéraires de visite en fonction des attentes et contraintes du groupe\nPeut gérer les aspects logistiques des visites, incluant les réservations et les transports",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1227
Guide de haute montagne,hotellerie-restauration-tourisme-loisirs-et-animation,guide-de-haute-montagne,G1228,35256,21.94,,50,10,1,Très défavorable,Le guide de haute montagne accompagne et encadre des clients lors d'excursions en milieu montagneux.\nConduit et sécurise des groupes en haute montagne\nOrganise et planifie des ascensions et des descentes selon les conditions météorologiques\nVeille au respect des normes de sécurité et d'équipement\nPropose des itinéraires adaptés aux capacités des clients\nIntervient en cas d'accident ou de situation d'urgence\nAssure la formation et l'initiation à l'alpinisme pour tous les niveaux,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1228
Guide-accompagnateur / Guide-accompagnatrice de pêche,hotellerie-restauration-tourisme-loisirs-et-animation,guide-accompagnateur-guide-accompagnatrice-de-peche,G1229,35256,21.94,,120,,1,Très défavorable,"Le Guide-accompagnateur de pêche est un expert des milieux aquatiques et de la pêche de loisir qui propose des services d’accompagnement et de conseil dans la pratique de la pêche, dans le respect de l'environnement.\nOrganise et anime des sorties de pêche pour des individus ou des groupes\nEnseigne les techniques de pêche adaptées au type de poisson et au milieu\nAssure la sécurité des participants et veille au respect des réglementations en vigueur\nPropose des conseils personnalisés pour améliorer les compétences des pêcheurs\nContribue à la préservation des écosystèmes aquatiques et sensibilise à l'environnement",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1229
Guide de tourisme équestre,hotellerie-restauration-tourisme-loisirs-et-animation,guide-de-tourisme-equestre,G1230,35256,21.94,,380,140,1,Très défavorable,Le guide ou accompagnateur de tourisme équestre (ATE) prépare et conduit des promenades et randonnées équestres en autonomie sur des itinéraires identifiés et entre des relais d’étapes connus.\nAssure la sécurité des participants et le bien-être des animaux\nOrganise et planifie les itinéraires en fonction des niveaux des participants\nGère l'entretien du matériel et des équipements équestres\nFournit des informations culturelles et historiques sur les lieux visités\nPeut proposer et vendre des services additionnels liés au tourisme équestre,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1230
Accompagnateur / Accompagnatrice en écotourisme,hotellerie-restauration-tourisme-loisirs-et-animation,accompagnateur-accompagnatrice-en-ecotourisme,G1231,35256,21.94,Bac,230,90,1,Très défavorable,L'Accompagnateur en écotourisme organise des expériences touristiques respectueuses de l'environnement.\nConduit des sorties en milieu naturel tout en sensibilisant à la protection de l'environnement\nPropose des activités éducatives pour découvrir la faune et la flore locales\nAssure la sécurité des participants durant les excursions\nParticipe à la création de contenu pédagogique sur la biodiversité et l'écosystème local\nPeut contribuer à la promotion du tourisme durable dans la région\nPeut développer des partenariats avec des acteurs locaux pour enrichir l'offre écotouristique,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1231
Opérateur / Opératrice de parcours acrobatique dans les arbres,hotellerie-restauration-tourisme-loisirs-et-animation,operateur-operatrice-de-parcours-acrobatique-dans-les-arbres,G1232,25476,15.85,,270,510,1,Très défavorable,L'Opérateur de parcours acrobatique dans les arbres allie passion pour la nature et la grande hauteur avec un haut niveau de compétences en sécurité.\nAssure l'accueil et l'information des visiteurs\nPrésente le matériel et s'assure de la bonne compréhension des participants\nAssure la sécurité des participants sur le parcours\nInstalle et entretient les équipements du parcours acrobatique\nGuide les participants à travers les différents ateliers\nContrôle le respect des normes de sécurité\nPropose des conseils techniques pour la progression des participants,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1232
Préparateur mental / Préparatrice mentale du sport,hotellerie-restauration-tourisme-loisirs-et-animation,preparateur-mental-preparatrice-mentale-du-sport,G1233,28308,17.62,Bac+5 (Master/Ingénieur),70,10,2,Défavorable,"Le Préparateur mental du sport joue un rôle clé pour optimiser les performances des sportifs/ sportives.\nÉvalue et questionne les besoins psychologiques des sportifs pour améliorer leur performance\nContribue à proposer, tester et mettre en place des stratégies de préparation mentale adaptées à chaque sportif\nAccompagne les sportifs dans la gestion du stress et des émotions\nTravaille en collaboration avec les entraîneurs pour intégrer la préparation mentale dans le programme d'entraînement et rendre plus efficiente la relation de performance entraineur /entrainé\nOrganise des sessions de coaching mental individuelles ou en groupe\nSuit régulièrement les progrès et ajuste les plans de préparation mentale",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1233
Musher guide de randonnée en traîneau,hotellerie-restauration-tourisme-loisirs-et-animation,musher-guide-de-randonnee-en-traineau,G1234,35256,21.94,,30,20,1,Très défavorable,"Le musher guide de randonnée en traîneau, conduit des attelages de chiens pour des excursions en milieu naturel.\nVeille à la sécurité et au bien-être des animaux et des participants durant les excursions\nPrépare les itinéraires en fonction des conditions météorologiques et du niveau des participants\nEntretient le matériel de traîneau et les équipements nécessaires à l'activité\nPeut participer à des compétitions de traîneau à chiens\nSensibilise les participants à l'environnement et à la culture locale",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1234
Animateur / Animatrice de séjour de vacances,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-de-sejour-de-vacances,G1235,,,Bac+2 (BTS/DUT),1530,10830,2,Défavorable,"L'animateur de séjour de vacances accueille, organise et anime des activités adaptées au public qu'il encadre, selon le projet éducatif de la structure\nOrganise et anime des activités récréatives et éducatives adaptées aux participants\nVeille à la sécurité et au bien-être des participants tout au long du séjour\nFavorise l'intégration et la participation de tous les enfants, y compris ceux ayant des besoins spécifiques\nGère les conflits et assure une ambiance positive au sein du groupe\nRédige des rapports d'activités et communique avec les parents ou tuteurs\nPeut participer à la gestion logistique du séjour (repas, hébergement)",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1235
Animateur / Animatrice de club de vacances,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-de-club-de-vacances,G1236,,,CAP/BEP,1020,1790,2,Défavorable,"L'animateur de club de vacances crée une ambiance festive et conviviale pour les vacanciers.\nOrganise et anime des activités récréatives et ludiques adaptées à différents publics\nVeille à la sécurité et au bien-être des participants durant les activités\nFavorise l'interaction et la cohésion entre les vacanciers\nAdapte les animations en fonction des tranches d'âge et des intérêts des participants\nPeut se spécialiser dans un type d'activité (artistique, sportive) ou pour un public spécifique (enfants)\nPeut participer à la promotion des activités du club auprès des vacanciers",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1236
Directeur / Directrice d'accueil de loisirs sans hébergement,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-accueil-de-loisirs-sans-hebergement,G1237,,,Bac+2 (BTS/DUT),1450,6240,2,Défavorable,"Le directeur d'accueil de loisirs construit le projet pédagogique pour l’accueil de jeunes enfants, organise la mise en place des activités, encadre l’équipe d’animation et gère le centre de loisirs.\nConçoit et met en œuvre des projets d'activités de loisirs \nSupervise et forme l'équipe d'animation pour garantir un environnement sûr et stimulant\nAssure la gestion administrative et budgétaire de la structure\nAssure la gestion des ressources humaines et d'encadrement des équipes\nDéveloppe des partenariats avec les écoles, les collectivités locales et autres institutions\nAnime la relation avec les familles\nVeille au respect des normes de sécurité et des réglementations en vigueur",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1237
Animateur / Animatrice d'atelier multimédia,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-d-atelier-multimedia,G1238,,,Bac,2820,1360,2,Défavorable,"L'animateur d'atelier multimédia conçoit, gère et anime avec pédagogie des ateliers pour accompagner différents publics à l'utilisation des outils numériques, multimédia et usages de l'internet.\nAnime des ateliers de découverte et d'apprentissage des outils numériques, selon le niveau attendu\nFacilite l'accès aux technologies de l'information et de la communication pour divers publics\nConçoit et met en œuvre des projets éducatifs autour du numérique\nAssure la médiation entre les participants et les technologies numériques\nGère et anime des espaces dédiés au multimédia et à l'innovation\nSoutient le développement des compétences numériques des participants",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1238
Responsable d'animation,hotellerie-restauration-tourisme-loisirs-et-animation,responsable-d-animation,G1239,,,Bac,750,1940,2,Défavorable,Le responsable d'animation est en charge de l'organisation et de la mise en œuvre d'activités ludiques et éducatives pour tous les âges.\nConçoit et met en œuvre des programmes d'animation adaptés à différents publics\nSupervise et coordonne l'équipe d'animateurs pour assurer le bon déroulement des activités\nAssure la gestion administrative et budgétaire des projets d'animation\nDéveloppe des partenariats et des réseaux locaux pour enrichir l'offre d'animations\nVeille au respect des normes de sécurité et à la qualité des prestations fournies\nPeut participer directement à l'animation d'activités spécifiques,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1239
Animateur / Animatrice nature environnement,hotellerie-restauration-tourisme-loisirs-et-animation,animateur-animatrice-nature-environnement,G1240,,,Bac+3 (Licence),2100,1510,2,Défavorable,L'animateur nature environnement sensibilise le public à la connaissance et à la protection de la nature et de la biodiversité.\nConçoit et anime des activités pédagogiques en milieu naturel\nOrganise des sorties de découverte et d'observation de la faune et de la flore\nDéveloppe des programmes d'éducation environnementale pour différents publics\nParticipe à la création et à l'entretien de sentiers pédagogiques ou d'espaces naturels protégés\nCollabore avec des organismes locaux pour la promotion de la conservation de l'environnement\nRéalise des supports de communication et d'information sur la nature et l'environnement,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1240
Directeur / Directrice de centre de séjour de vacances,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-centre-de-sejour-de-vacances,G1241,,,Bac+2 (BTS/DUT),290,1410,2,Défavorable,"Le directeur de centre de séjour de vacances pilote l'ensemble des activités de l'établissement, de l'hébergement au projet éducatif conçu pour les enfants et adolescents.\nOrganise et supervise les activités de loisirs et d'éducation pour les jeunes\nAssure la gestion quotidienne et la sécurité des sites d'hébergement\nCoordonne les équipes d'animateurs et de personnel technique\nDéveloppe des programmes pédagogiques adaptés à différents groupes d'âge\nGère les relations avec les parents et les partenaires externes\nVeille au respect des normes et réglementations en vigueur en matière d'accueil de jeunes",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1241
Médiateur / Médiatrice scientifique,hotellerie-restauration-tourisme-loisirs-et-animation,mediateur-mediatrice-scientifique,G1242,,,Bac,180,130,2,Défavorable,"Le médiateur scientifique met en relation les visiteurs ou les publics avec une découverte ou un projet scientifique en partageant ses connaissances de manière à la fois ludique et instructive.\nConstitue le fonds documentaire dans son  domaine d'expertise\nConçoit, réalise des supports, maquettes et expériences scientifiques ou techniques\nAdapte ses démonstrations, ses présentations matérielles ou numériques aux différents visiteurs ou publics\nAssure la sécurité et le bien-être des participants durant les activités",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1242
Concepteur / Conceptrice de produits touristiques,hotellerie-restauration-tourisme-loisirs-et-animation,concepteur-conceptrice-de-produits-touristiques,G1301,40920,25.46,Bac+5 (Master/Ingénieur),330,560,1,Très défavorable,Le Concepteur de produits touristiques élabore des voyages clés en main en s'appuyant sur son réseau de correspondants locaux.\nAnalyse les tendances du marché pour anticiper les besoins des voyageurs\nCrée et développe des produits touristiques innovants et adaptés aux attentes des clients\nCollabore avec des prestataires locaux pour enrichir l'offre touristique\nÉvalue régulièrement l'impact et la satisfaction des offres proposées\nPeut se spécialiser sur une zone géographique\nPeut participer à des salons et événements pour représenter et vendre les produits touristiques,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1301
Yield manager,hotellerie-restauration-tourisme-loisirs-et-animation,yield-manager,G1302,58788,36.58,Bac+5 (Master/Ingénieur),330,2210,1,Très défavorable,"Adapte et réajuste en temps réel le prix de prestations touristiques (places d'avion, de train, nuitées, location de véhicules, ...) afin de mettre en adéquation l'offre et la demande, avec l'objectif d'optimiser la rentabilité des produits ou des services et la compétitivité de l'entreprise. \nPeut coordonner une équipe.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1302
Conseiller / Conseillère en voyages,hotellerie-restauration-tourisme-loisirs-et-animation,conseiller-conseillere-en-voyages,G1303,35910,22.35,Bac,2760,5940,1,Très défavorable,"Le conseiller en voyages est un professionnel expert qui répond au mieux aux besoins des clients en matière de voyages.\nOrganise et vend des séjours touristiques personnalisés\nConseille les clients sur les destinations, les transports et les hébergements\nGère les réservations de vols, hôtels et autres services liés au voyage\nPropose et vend des excursions et des activités locales\nAssure le suivi clientèle avant, pendant et après le voyage\nRésout les problèmes et gère les imprévus lors des voyages",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1303
Responsable d'agence de voyages,hotellerie-restauration-tourisme-loisirs-et-animation,responsable-d-agence-de-voyages,G1304,,,Bac+5 (Master/Ingénieur),190,950,1,Très défavorable,"Le responsable d’agence de voyages organise, gère et développe l’activité de l’agence dans un objectif de satisfaction client et de rentabilité économique.\nMet en œuvre et pilote le plan d’action commerciale et marketing pour atteindre les objectifs\nAnalyse et répond aux tendances du marché pour ajuster l'offre de services\nDéveloppe et maintient des relations avec les partenaires et fournisseurs de services touristiques\nEst en charge de la gestion administrative et budgétaire de l’agence\nAssure l’animation, la gestion quotidienne et le management de son équipe",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1304
Assistant / Assistante chef de produit tourisme,hotellerie-restauration-tourisme-loisirs-et-animation,assistant-assistante-chef-de-produit-tourisme,G1305,,,Bac,290,630,1,Très défavorable,"En collaboration avec le responsable en production touristique, l'assistant participe à la création et la gestion de produits touristiques attractifs.\nConçoit et développe des produits touristiques en fonction des tendances du marché\nCollabore avec des prestataires et des partenaires pour l'élaboration de forfaits touristiques\nAssure le suivi qualité des services proposés aux clients\nAnalyse les retours clients pour améliorer les offres existantes\nGère les aspects logistiques des voyages organisés\nPeut participer à la promotion et à la commercialisation des produits touristiques",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1305
Billettiste voyages,hotellerie-restauration-tourisme-loisirs-et-animation,billettiste-voyages,G1306,,,Bac,840,1930,1,Très défavorable,"Le Billettiste voyages conseille, effectue des réservations, émet des titres de transport et se charge de l'organisation de voyages pour des particuliers ou entreprises.\nOrganise et gère les réservations de billets pour les voyages individuels ou de groupe\nAssure le suivi des dossiers clients et la mise à jour des informations de voyage\nNégocie avec les fournisseurs pour obtenir les meilleures conditions de voyage\nConseille les clients sur les options de voyage et les assiste dans le choix des itinéraires\nGère les modifications, annulations et remboursements de réservations\nMaintient une veille sur les évolutions du secteur du voyage pour proposer les solutions les plus adaptées",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1306
Responsable de ventes de voyages en plateau d'affaires,hotellerie-restauration-tourisme-loisirs-et-animation,responsable-de-ventes-de-voyages-en-plateau-d-affaires,G1307,,,Bac,20,50,1,Très défavorable,Le Responsable de ventes de voyages en plateau d'affaires est un partenaire de référence pour la vente de solutions de voyages d'affaires.\nGère et développe un portefeuille de clients entreprises pour leurs besoins en voyages d'affaires\nConçoit des solutions sur mesure pour optimiser les déplacements professionnels et les coûts associés\nAssure le suivi commercial et la satisfaction des clients en proposant des services adaptés\nNégocie avec les fournisseurs de services de voyage pour obtenir les meilleures conditions\nUtilise des outils technologiques avancés pour la gestion des réservations et des itinéraires\nPeut manager une équipe et former les nouveaux employés aux spécificités du voyage d'affaires,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1307
Chef / Cheffe de produit touristique,hotellerie-restauration-tourisme-loisirs-et-animation,chef-cheffe-de-produit-touristique,G1308,,,Bac+5 (Master/Ingénieur),450,340,1,Très défavorable,"Le Chef de produit touristique est en charge de concevoir, développer et commercialiser des offres de voyages et de séjours, attractives pour les clients.\nAnalyse les tendances du marché pour adapter les offres\nConçoit et développe des produits touristiques innovants et compétitifs\nCollabore avec des partenaires locaux et internationaux pour enrichir les offres\nGère le cycle de vie complet des produits touristiques, de la conception à la commercialisation\nAssure la promotion des produits à travers divers canaux de communication\nÉvalue régulièrement la performance des produits touristiques pour garantir leur succès commercial",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1308
Adjoint / Adjointe de direction en hôtellerie-restauration,hotellerie-restauration-tourisme-loisirs-et-animation,adjoint-adjointe-de-direction-en-hotellerie-restauration,G1401,44040,27.41,Bac+5 (Master/Ingénieur),4600,14250,3,Neutre,"L'Adjoint de direction en hôtellerie-restauration joue un rôle clé dans la gestion quotidienne et le bon fonctionnement des établissements hôteliers et de restauration.\nAssiste le directeur dans la gestion opérationnelle de l'établissement hôtelier et/ou de restauration\nSupervise les activités quotidiennes de l'hôtel et/ou du restaurant, garantissant un service de qualité\nCoordonne et planifie les événements et les séminaires, en assurant le respect des standards de l'établissement\nGère les réservations, l'accueil des clients et le suivi de leur satisfaction\nParticipe à la gestion des ressources humaines, incluant le recrutement, la formation et l'évaluation du personnel\nContribue à l'élaboration des stratégies commerciales et marketing pour promouvoir l'établissement",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1401
Directeur / Directrice d'établissement en hôtellerie-restauration,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-etablissement-en-hotellerie-restauration,G1402,44040,27.41,Bac+5 (Master/Ingénieur),2370,13360,3,Neutre,"Le Directeur d'établissement en hôtellerie-restauration orchestre avec brio la gestion et le développement de son établissement, assurant une expérience client de premier ordre.\nDirige et coordonne les activités de l'hôtel ou du restaurant pour garantir un service de qualité\nSupervise la gestion financière et administrative de l'établissement, incluant la budgétisation et la comptabilité\nOptimise les opérations pour améliorer l'efficacité et maximiser les profits\nAssure le respect des normes d'hygiène, de sécurité et de réglementation en vigueur\nDéveloppe des stratégies de marketing pour promouvoir l'établissement et attirer une clientèle variée\nGère et forme le personnel pour maintenir un haut niveau de service client",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1402
Directeur / Directrice de structure touristique,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-structure-touristique,G1403,44040,27.41,Bac+3 (Licence),70,40,2,Défavorable,"Organise l'activité et gère l'exploitation de structures de loisirs ou d'hébergement touristique dans ses dimensions techniques, commerciales, humaines, financières, ..., dans un objectif de qualité et de rentabilité économique, selon les règles de sécurité des biens et des personnes.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1403
Responsable d'établissement de restauration collective,hotellerie-restauration-tourisme-loisirs-et-animation,responsable-d-etablissement-de-restauration-collective,G1404,44040,27.41,Bac+5 (Master/Ingénieur),1350,9140,4,Favorable,"Supervise et contrôle la production et le fonctionnement d'un ou plusieurs établissements de restauration collective comme les écoles, hôpitaux, entreprises, selon les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement. \nPeut recruter du personnel. \nPeut participer à la production culinaire.",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1404
Directeur / Directrice de structure sportive,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-de-structure-sportive,G1405,47670,29.66,Bac+5 (Master/Ingénieur),570,340,1,Très défavorable,"Définit, en lien avec les actionnaires ou l'équipe dirigeante, le projet extra-sportif de la structure, est le garant du bon fonctionnement général de la structure sur le plan extra-sportif\nEst en supervision de toutes les activités extra-sportives des activités, tout en s'appuyant sur des ressources internes et externes spécialisées (développement de secteur sportif, ressources humaines, juridique, comptabilité, finances, relations publiques)\nPeut réaliser, majoritairement dans les clubs associatifs, des activités complémentaires de communication, d'évènementiel, de gestion des relations publiques, voire des activités d'encadrement de la pratique physique et sportive en complémentarité des éducateurs sportifs",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1405
Directeur / Directrice d'équipement sportif,hotellerie-restauration-tourisme-loisirs-et-animation,directeur-directrice-d-equipement-sportif,G1406,44040,27.41,Bac+5 (Master/Ingénieur),460,480,2,Défavorable,"Le directeur d’équipements sportifs organise l’activité et gère l’exploitation d’une ou plusieurs installations (centres aquatiques, stades, patinoires, centres de remise en forme, golfs…) dans ses dimensions humaines, commerciales, techniques et financières, dans un objectif de qualité et de rentabilité économique et en tenant compte de la politique du service des sports. \nGère les opérations quotidiennes et assure la maintenance des installations sportives\nSupervise et forme le personnel pour garantir un service de qualité\nAssure la sécurité des utilisateurs et le respect des normes de sécurité\nOptimise les ressources financières et matérielles pour améliorer les services offerts\nPromeut les événements et les activités pour augmenter la participation du public",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1406
